Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
188,Exit long,2024-01-16 16:30,Normal,29.34,2182,61903.34,2116.54,3.42,0,2116.54,3.42,-4320.36,-6.98,54041.73,540.42,26
188,Entry long,2024-01-09 18:30,Normal,28.37,2182,61903.34,2116.54,3.42,0,2116.54,3.42,-4320.36,-6.98,54041.73,540.42,26
189,Exit long,2024-01-18 15:30,Normal,30.26,2287,64036,5168.62,8.07,0,5168.62,8.07,0,0.00,59210.35,592.10,1
189,Entry long,2024-01-17 21:30,Normal,28,2287,64036,5168.62,8.07,0,5168.62,8.07,0,0.00,59210.35,592.10,1
190,Exit long,2024-01-24 15:30,Normal,36.56,2011,69178.4,4343.76,6.28,0,4343.76,6.28,-1367.48,-1.98,63554.11,635.54,14
190,Entry long,2024-01-22 15:30,Normal,34.4,2011,69178.4,4343.76,6.28,0,4343.76,6.28,-1367.48,-1.98,63554.11,635.54,14
191,Exit long,2024-01-31 15:30,Normal,31.13,2180,73531.4,-5668,-7.71,0,1940.2,2.64,-5668,-7.71,57886.11,578.86,12
191,Entry long,2024-01-29 17:30,Normal,33.73,2180,73531.4,-5668,-7.71,0,1940.2,2.64,-5668,-7.71,57886.11,578.86,12
192,Exit long,2024-02-02 15:30,Normal,32.51,2159,67857.37,2331.72,3.44,0,2331.72,3.44,-604.52,-0.89,60217.83,602.18,5
192,Entry long,2024-02-01 17:30,Normal,31.43,2159,67857.37,2331.72,3.44,0,2331.72,3.44,-604.52,-0.89,60217.83,602.18,5
193,Exit long,2024-02-05 18:30,Normal,34.64,2096,70195.04,2410.4,3.43,0,2410.4,3.43,-1173.76,-1.67,62628.23,626.28,3
193,Entry long,2024-02-05 15:30,Normal,33.49,2096,70195.04,2410.4,3.43,0,2410.4,3.43,-1173.76,-1.67,62628.23,626.28,3
194,Exit long,2024-02-08 15:30,Normal,35.82,2096,72605.44,2473.28,3.41,0,2473.28,3.41,-1530.08,-2.11,65101.51,651.02,7
194,Entry long,2024-02-07 15:30,Normal,34.64,2096,72605.44,2473.28,3.41,0,2473.28,3.41,-1530.08,-2.11,65101.51,651.02,7
195,Exit long,2024-02-12 15:30,Normal,39.48,1967,75080.39,2576.77,3.43,0,2576.77,3.43,-196.7,-0.26,67678.28,676.78,5
195,Entry long,2024-02-09 17:30,Normal,38.17,1967,75080.39,2576.77,3.43,0,2576.77,3.43,-196.7,-0.26,67678.28,676.78,5
196,Exit long,2024-02-15 15:30,Normal,39.41,2065,77644,3737.65,4.81,0,3737.65,4.81,-640.15,-0.82,71415.93,714.16,6
196,Entry long,2024-02-14 16:30,Normal,37.6,2065,77644,3737.65,4.81,0,3737.65,4.81,-640.15,-0.82,71415.93,714.16,6
197,Exit long,2024-02-16 16:30,Normal,39.38,2138,81415.04,2779.4,3.41,0,2779.4,3.41,-406.22,-0.50,74195.33,741.95,1
197,Entry long,2024-02-16 15:30,Normal,38.08,2138,81415.04,2779.4,3.41,0,2779.4,3.41,-406.22,-0.50,74195.33,741.95,1
198,Exit long,2024-02-22 15:30,Normal,39.85,2347,84163.42,9364.53,11.13,0,9364.53,11.13,-4201.13,-4.99,83559.86,835.60,8
198,Entry long,2024-02-20 21:30,Normal,35.86,2347,84163.42,9364.53,11.13,0,9364.53,11.13,-4201.13,-4.99,83559.86,835.60,8
199,Exit long,2024-02-29 19:30,Normal,42.06,2299,93523.32,3172.62,3.39,0,3172.62,3.39,-4827.9,-5.16,86732.48,867.32,25
199,Entry long,2024-02-26 15:30,Normal,40.68,2299,93523.32,3172.62,3.39,0,3172.62,3.39,-4827.9,-5.16,86732.48,867.32,25
200,Exit long,2024-03-07 15:30,Normal,51.64,1936,96683.84,3291.2,3.40,0,3291.2,3.40,-2787.84,-2.88,90023.68,900.24,6
200,Entry long,2024-03-06 16:30,Normal,49.94,1936,96683.84,3291.2,3.40,0,3291.2,3.40,-2787.84,-2.88,90023.68,900.24,6
201,Exit long,2024-03-12 15:30,Normal,48.51,2132,100012.12,3411.2,3.41,0,3411.2,3.41,0,0.00,93434.88,934.35,1
201,Entry long,2024-03-12 14:30,Normal,46.91,2132,100012.12,3411.2,3.41,0,3411.2,3.41,0,0.00,93434.88,934.35,1
202,Exit long,2024-03-14 19:30,Normal,42.14,2265,103397.25,-7950.15,-7.69,0,1019.25,0.99,-7950.15,-7.69,85484.73,854.85,8
202,Entry long,2024-03-13 18:30,Normal,45.65,2265,103397.25,-7950.15,-7.69,0,1019.25,0.99,-7950.15,-7.69,85484.73,854.85,8
203,Exit long,2024-03-18 14:30,Normal,44.06,2241,95466.6,3271.86,3.43,0,3271.86,3.43,-1434.24,-1.50,88756.59,887.57,6
203,Entry long,2024-03-15 15:30,Normal,42.6,2241,95466.6,3271.86,3.43,0,3271.86,3.43,-1434.24,-1.50,88756.59,887.57,6
204,Exit long,2024-03-19 17:30,Normal,40.46,2524,98738.88,3382.16,3.43,0,3382.16,3.43,-75.72,-0.08,92138.75,921.39,2
204,Entry long,2024-03-19 15:30,Normal,39.12,2524,98738.88,3382.16,3.43,0,3382.16,3.43,-75.72,-0.08,92138.75,921.39,2
205,Exit long,2024-03-20 19:30,Normal,42.28,2497,102102.33,3470.83,3.40,0,3470.83,3.40,-2047.54,-2.01,95609.58,956.10,5
205,Entry long,2024-03-20 14:30,Normal,40.89,2497,102102.33,3470.83,3.40,0,3470.83,3.40,-2047.54,-2.01,95609.58,956.10,5
206,Exit long,2024-04-01 15:30,Normal,48.26,2262,105567.54,3596.58,3.41,0,3596.58,3.41,-7622.94,-7.22,99206.16,992.06,32
206,Entry long,2024-03-22 17:30,Normal,46.67,2262,105567.54,3596.58,3.41,0,3596.58,3.41,-7622.94,-7.22,99206.16,992.06,32
207,Exit long,2024-04-04 15:30,Normal,47.48,2414,109161.08,5455.64,5.00,0,5455.64,5.00,-3886.54,-3.56,104661.8,1046.62,8
207,Entry long,2024-04-02 21:30,Normal,45.22,2414,109161.08,5455.64,5.00,0,5455.64,5.00,-3886.54,-3.56,104661.8,1046.62,8
208,Exit long,2024-04-09 15:30,Normal,44.79,2647,114641.57,3917.56,3.42,0,3917.56,3.42,-2064.66,-1.80,108579.36,1085.79,12
208,Entry long,2024-04-05 17:30,Normal,43.31,2647,114641.57,3917.56,3.42,0,3917.56,3.42,-2064.66,-1.80,108579.36,1085.79,12
209,Exit long,2024-04-11 18:30,Normal,44.12,2779,118552.14,4057.34,3.42,0,4057.34,3.42,-250.11,-0.21,112636.7,1126.37,3
209,Entry long,2024-04-11 15:30,Normal,42.66,2779,118552.14,4057.34,3.42,0,4057.34,3.42,-250.11,-0.21,112636.7,1126.37,3
210,Exit long,2024-04-16 19:30,Normal,40.56,3126,122601.72,4188.84,3.42,0,4188.84,3.42,-1688.04,-1.38,116825.54,1168.26,5
210,Entry long,2024-04-15 21:30,Normal,39.22,3126,122601.72,4188.84,3.42,0,4188.84,3.42,-1688.04,-1.38,116825.54,1168.26,5
211,Exit long,2024-04-19 15:30,Normal,33.18,3527,126795.65,-9769.79,-7.71,0,317.43,0.25,-9769.79,-7.71,107055.75,1070.56,6
211,Entry long,2024-04-18 16:30,Normal,35.95,3527,126795.65,-9769.79,-7.71,0,317.43,0.25,-9769.79,-7.71,107055.75,1070.56,6
212,Exit long,2024-04-22 18:30,Normal,31.63,3827,117029.66,4018.35,3.43,0,4018.35,3.43,-267.89,-0.23,111074.1,1110.74,2
212,Entry long,2024-04-22 16:30,Normal,30.58,3827,117029.66,4018.35,3.43,0,4018.35,3.43,-267.89,-0.23,111074.1,1110.74,2
213,Exit long,2024-04-24 15:30,Normal,36.41,3600,121068,10008,8.27,0,10008,8.27,-756,-0.62,121082.1,1210.82,6
213,Entry long,2024-04-23 16:30,Normal,33.63,3600,121068,10008,8.27,0,10008,8.27,-756,-0.62,121082.1,1210.82,6
214,Exit long,2024-04-26 15:30,Normal,37.71,3594,131073.18,4456.56,3.40,0,4456.56,3.40,-3881.52,-2.96,125538.66,1255.39,7
214,Entry long,2024-04-25 15:30,Normal,36.47,3594,131073.18,4456.56,3.40,0,4456.56,3.40,-3881.52,-2.96,125538.66,1255.39,7
215,Exit long,2024-05-01 20:30,Normal,36.44,3846,135533.04,4615.2,3.41,0,4615.2,3.41,-4192.14,-3.09,130153.86,1301.54,1
215,Entry long,2024-05-01 19:30,Normal,35.24,3846,135533.04,4615.2,3.41,0,4615.2,3.41,-4192.14,-3.09,130153.86,1301.54,1
216,Exit long,2024-05-02 20:30,Normal,36.3,3992,140119.2,4790.4,3.42,0,4790.4,3.42,-1556.88,-1.11,134944.27,1349.44,4
216,Entry long,2024-05-02 16:30,Normal,35.1,3992,140119.2,4790.4,3.42,0,4790.4,3.42,-1556.88,-1.11,134944.27,1349.44,4
217,Exit long,2024-05-06 15:30,Normal,39.55,3790,144929.6,4964.9,3.43,0,4964.9,3.43,-871.7,-0.60,139909.16,1399.09,6
217,Entry long,2024-05-03 16:30,Normal,38.24,3790,144929.6,4964.9,3.43,0,4964.9,3.43,-871.7,-0.60,139909.16,1399.09,6
218,Exit long,2024-05-10 15:30,Normal,41.21,3761,149875.85,5114.96,3.41,0,5114.96,3.41,-4061.88,-2.71,145024.12,1450.24,8
218,Entry long,2024-05-08 21:30,Normal,39.85,3761,149875.85,5114.96,3.41,0,5114.96,3.41,-4061.88,-2.71,145024.12,1450.24,8
219,Exit long,2024-05-14 20:30,Normal,42.43,3778,155011.34,5289.2,3.41,0,5289.2,3.41,-1964.56,-1.27,150313.31,1503.13,11
219,Entry long,2024-05-13 16:30,Normal,41.03,3778,155011.34,5289.2,3.41,0,5289.2,3.41,-1964.56,-1.27,150313.31,1503.13,11
220,Exit long,2024-05-15 18:30,Normal,45.64,3632,160280.16,5484.32,3.42,0,5484.32,3.42,-326.88,-0.20,155797.64,1557.98,3
220,Entry long,2024-05-15 15:30,Normal,44.13,3632,160280.16,5484.32,3.42,0,5484.32,3.42,-326.88,-0.20,155797.64,1557.98,3
221,Exit long,2024-05-23 15:30,Normal,52.43,3424,165790.08,13730.24,8.28,0,13730.24,8.28,-3389.76,-2.04,169527.88,1695.28,7
221,Entry long,2024-05-22 15:30,Normal,48.42,3424,165790.08,13730.24,8.28,0,13730.24,8.28,-3389.76,-2.04,169527.88,1695.28,7
222,Exit long,2024-05-28 15:30,Normal,52.74,3520,179520,6124.8,3.41,0,6124.8,3.41,-2851.2,-1.59,175652.69,1756.53,6
222,Entry long,2024-05-24 16:30,Normal,51,3520,179520,6124.8,3.41,0,6124.8,3.41,-2851.2,-1.59,175652.69,1756.53,6
223,Exit long,2024-05-31 21:30,Normal,46.93,4091,185649.58,6341.05,3.42,0,6341.05,3.42,-3027.34,-1.63,181993.73,1819.94,3
223,Entry long,2024-05-31 18:30,Normal,45.38,4091,185649.58,6341.05,3.42,0,6341.05,3.42,-3027.34,-1.63,181993.73,1819.94,3
224,Exit long,2024-06-05 15:30,Normal,50.2,3954,191966.7,6524.1,3.40,0,6524.1,3.40,-12138.78,-6.32,188517.83,1885.18,14
224,Entry long,2024-06-03 15:30,Normal,48.55,3954,191966.7,6524.1,3.40,0,6524.1,3.40,-12138.78,-6.32,188517.83,1885.18,14
225,Exit long,2024-06-10 17:30,Normal,53.6,3830,198508.9,6779.1,3.42,0,6779.1,3.42,-8043,-4.05,195296.94,1952.97,6
225,Entry long,2024-06-07 18:30,Normal,51.83,3830,198508.9,6779.1,3.42,0,6779.1,3.42,-8043,-4.05,195296.94,1952.97,6
226,Exit long,2024-06-12 15:30,Normal,56.46,3840,205248,11558.4,5.63,0,11558.4,5.63,0,0.00,206855.33,2068.55,1
226,Entry long,2024-06-11 21:30,Normal,53.45,3840,205248,11558.4,5.63,0,11558.4,5.63,0,0.00,206855.33,2068.55,1
227,Exit long,2024-06-17 18:30,Normal,60.63,3698,216813.74,7396,3.41,0,7396,3.41,-4030.82,-1.86,214251.33,2142.51,17
227,Entry long,2024-06-13 15:30,Normal,58.63,3698,216813.74,7396,3.41,0,7396,3.41,-4030.82,-1.86,214251.33,2142.51,17
228,Exit long,2024-06-26 15:30,Normal,55.35,4190,224248.8,7667.7,3.42,0,7667.7,3.42,-3477.7,-1.55,221919.03,2219.19,7
228,Entry long,2024-06-25 15:30,Normal,53.52,4190,224248.8,7667.7,3.42,0,7667.7,3.42,-3477.7,-1.55,221919.03,2219.19,7
229,Exit long,2024-06-28 15:30,Normal,56.05,4278,231867.6,7914.3,3.41,0,7914.3,3.41,-8342.1,-3.60,229833.33,2298.33,7
229,Entry long,2024-06-27 15:30,Normal,54.2,4278,231867.6,7914.3,3.41,0,7914.3,3.41,-8342.1,-3.60,229833.33,2298.33,7
230,Exit long,2024-07-02 15:30,Normal,56.16,4416,239832.96,8169.6,3.41,0,8169.6,3.41,-3532.8,-1.47,238002.94,2380.03,5
230,Entry long,2024-07-01 17:30,Normal,54.31,4416,239832.96,8169.6,3.41,0,8169.6,3.41,-3532.8,-1.47,238002.94,2380.03,5
231,Exit long,2024-07-03 17:30,Normal,59.85,4285,247972.95,8484.3,3.42,0,8484.3,3.42,-857,-0.35,246487.23,2464.87,2
231,Entry long,2024-07-03 15:30,Normal,57.87,4285,247972.95,8484.3,3.42,0,8484.3,3.42,-857,-0.35,246487.23,2464.87,2
232,Exit long,2024-07-08 15:30,Normal,63.28,4190,256428,8715.2,3.40,0,8715.2,3.40,-4734.7,-1.85,255202.44,2552.02,5
232,Entry long,2024-07-05 17:30,Normal,61.2,4190,256428,8715.2,3.40,0,8715.2,3.40,-4734.7,-1.85,255202.44,2552.02,5
233,Exit long,2024-07-10 15:30,Normal,65.64,4177,265155.96,9022.32,3.40,0,9022.32,3.40,0,0.00,264224.75,2642.25,1
233,Entry long,2024-07-09 21:30,Normal,63.48,4177,265155.96,9022.32,3.40,0,9022.32,3.40,0,0.00,264224.75,2642.25,1
234,Exit long,2024-07-12 19:30,Normal,66.07,4292,274215.88,9356.56,3.41,0,9356.56,3.41,-815.48,-0.30,273581.3,2735.81,4
234,Entry long,2024-07-12 15:30,Normal,63.89,4292,274215.88,9356.56,3.41,0,9356.56,3.41,-815.48,-0.30,273581.3,2735.81,4
235,Exit long,2024-07-17 15:30,Normal,57.94,4450,283554,-25721,-9.07,0,5117.5,1.80,-25721,-9.07,247860.31,2478.60,6
235,Entry long,2024-07-16 16:30,Normal,63.72,4450,283554,-25721,-9.07,0,5117.5,1.80,-25721,-9.07,247860.31,2478.60,6
236,Exit long,2024-07-22 18:30,Normal,50.77,5252,257820.68,8823.36,3.42,0,8823.36,3.42,-2731.04,-1.06,256683.67,2566.84,2
236,Entry long,2024-07-22 16:30,Normal,49.09,5252,257820.68,8823.36,3.42,0,8823.36,3.42,-2731.04,-1.06,256683.67,2566.84,2
237,Exit long,2024-07-24 15:30,Normal,46.74,5267,266668.21,-20488.63,-7.68,0,790.05,0.30,-20488.63,-7.68,236195.05,2361.95,6
237,Entry long,2024-07-23 16:30,Normal,50.63,5267,266668.21,-20488.63,-7.68,0,790.05,0.30,-20488.63,-7.68,236195.05,2361.95,6
238,Exit long,2024-07-25 17:30,Normal,42.1,6046,246193.12,8343.48,3.39,0,8343.48,3.39,-3446.22,-1.40,244538.52,2445.39,1
238,Entry long,2024-07-25 16:30,Normal,40.72,6046,246193.12,8343.48,3.39,0,8343.48,3.39,-3446.22,-1.40,244538.52,2445.39,1
239,Exit long,2024-07-26 18:30,Normal,42.44,6202,254530.08,8682.8,3.41,0,8682.8,3.41,-4775.54,-1.88,253221.31,2532.21,3
239,Entry long,2024-07-26 15:30,Normal,41.04,6202,254530.08,8682.8,3.41,0,8682.8,3.41,-4775.54,-1.88,253221.31,2532.21,3
240,Exit long,2024-07-30 15:30,Normal,39.76,6110,263218.8,-20285.2,-7.71,0,1955.2,0.74,-20285.2,-7.71,232936.12,2329.36,7
240,Entry long,2024-07-29 15:30,Normal,43.08,6110,263218.8,-20285.2,-7.71,0,1955.2,0.74,-20285.2,-7.71,232936.12,2329.36,7
241,Exit long,2024-07-31 20:30,Normal,43.92,5718,242900.64,8233.92,3.39,0,8233.92,3.39,-6518.52,-2.68,241170.05,2411.70,3
241,Entry long,2024-07-31 17:30,Normal,42.48,5718,242900.64,8233.92,3.39,0,8233.92,3.39,-6518.52,-2.68,241170.05,2411.70,3
242,Exit long,2024-08-05 17:30,Normal,28.52,9106,251143.48,8559.64,3.41,0,8559.64,3.41,-819.54,-0.33,249729.69,2497.30,1
242,Entry long,2024-08-05 16:30,Normal,27.58,9106,251143.48,8559.64,3.41,0,8559.64,3.41,-819.54,-0.33,249729.69,2497.30,1
243,Exit long,2024-08-06 16:30,Normal,29.25,9184,259723.52,8908.48,3.43,0,8908.48,3.43,-2296,-0.88,258638.16,2586.38,1
243,Entry long,2024-08-06 15:30,Normal,28.28,9184,259723.52,8908.48,3.43,0,8908.48,3.43,-2296,-0.88,258638.16,2586.38,1
244,Exit long,2024-08-07 16:30,Normal,30.5,9109,268624.41,9200.09,3.42,0,9200.09,3.42,-1093.08,-0.41,267838.25,2678.38,1
244,Entry long,2024-08-07 15:30,Normal,29.49,9109,268624.41,9200.09,3.42,0,9200.09,3.42,-1093.08,-0.41,267838.25,2678.38,1
245,Exit long,2024-08-08 19:30,Normal,30.73,9348,277822.56,9441.48,3.40,0,9441.48,3.40,-1776.12,-0.64,277279.72,2772.80,3
245,Entry long,2024-08-08 16:30,Normal,29.72,9348,277822.56,9441.48,3.40,0,9441.48,3.40,-1776.12,-0.64,277279.72,2772.80,3
246,Exit long,2024-08-13 15:30,Normal,32.33,9207,287258.4,10403.91,3.62,0,10403.91,3.62,-11877.03,-4.13,287683.62,2876.84,11
246,Entry long,2024-08-09 18:30,Normal,31.2,9207,287258.4,10403.91,3.62,0,10403.91,3.62,-11877.03,-4.13,287683.62,2876.84,11
247,Exit long,2024-08-15 15:30,Normal,36.95,8606,297681.54,20310.16,6.82,0,20310.16,6.82,0,0.00,307993.8,3079.94,1
247,Entry long,2024-08-14 21:30,Normal,34.59,8606,297681.54,20310.16,6.82,0,20310.16,6.82,0,0.00,307993.8,3079.94,1
248,Exit long,2024-08-19 20:30,Normal,40.7,8079,317989.44,10825.86,3.40,0,10825.86,3.40,-484.74,-0.15,318819.66,3188.20,2
248,Entry long,2024-08-19 18:30,Normal,39.36,8079,317989.44,10825.86,3.40,0,10825.86,3.40,-484.74,-0.15,318819.66,3188.20,2
249,Exit long,2024-08-21 20:30,Normal,41.83,8129,328818.05,11218.02,3.41,0,11218.02,3.41,-4552.24,-1.38,330037.7,3300.38,5
249,Entry long,2024-08-21 15:30,Normal,40.45,8129,328818.05,11218.02,3.41,0,11218.02,3.41,-4552.24,-1.38,330037.7,3300.38,5
250,Exit long,2024-08-26 16:30,Normal,36.76,8539,340022.98,-26129.34,-7.68,0,2732.48,0.80,-26129.34,-7.68,303908.34,3039.08,7
250,Entry long,2024-08-23 16:30,Normal,39.82,8539,340022.98,-26129.34,-7.68,0,2732.48,0.80,-26129.34,-7.68,303908.34,3039.08,7
251,Exit long,2024-08-30 15:30,Normal,38.63,8404,313889.4,10757.12,3.43,0,10757.12,3.43,-20505.76,-6.53,314665.47,3146.65,21
251,Entry long,2024-08-27 15:30,Normal,37.35,8404,313889.4,10757.12,3.43,0,10757.12,3.43,-20505.76,-6.53,314665.47,3146.65,21
252,Exit long,2024-09-06 15:30,Normal,28.34,10571,324635.41,-25053.27,-7.72,0,3699.85,1.14,-25053.27,-7.72,289612.2,2896.12,12
252,Entry long,2024-09-04 17:30,Normal,30.71,10571,324635.41,-25053.27,-7.72,0,3699.85,1.14,-25053.27,-7.72,289612.2,2896.12,12
253,Exit long,2024-09-10 19:30,Normal,27.58,11234,299610.78,10222.94,3.41,0,10222.94,3.41,-9099.54,-3.04,299835.12,2998.35,11
253,Entry long,2024-09-09 15:30,Normal,26.67,11234,299610.78,10222.94,3.41,0,10222.94,3.41,-9099.54,-3.04,299835.12,2998.35,11
254,Exit long,2024-09-11 17:30,Normal,28.51,11238,309831.66,10563.72,3.41,0,10563.72,3.41,-8765.64,-2.83,310398.84,3103.99,2
254,Entry long,2024-09-11 15:30,Normal,27.57,11238,309831.66,10563.72,3.41,0,10563.72,3.41,-8765.64,-2.83,310398.84,3103.99,2
255,Exit long,2024-09-13 18:30,Normal,33.17,9990,320379.3,10989,3.43,0,10989,3.43,-9590.4,-2.99,321387.84,3213.88,6
255,Entry long,2024-09-12 19:30,Normal,32.07,9990,320379.3,10989,3.43,0,10989,3.43,-9590.4,-2.99,321387.84,3213.88,6
256,Exit long,2024-09-19 15:30,Normal,34.28,10109,331373.02,15163.5,4.58,0,15163.5,4.58,-20925.63,-6.31,336551.34,3365.51,14
256,Entry long,2024-09-17 15:30,Normal,32.78,10109,331373.02,15163.5,4.58,0,15163.5,4.58,-20925.63,-6.31,336551.34,3365.51,14
257,Exit long,2024-09-24 15:30,Normal,34.7,10326,346540.56,11771.64,3.40,0,11771.64,3.40,-7641.24,-2.21,348323,3483.23,7
257,Entry long,2024-09-23 15:30,Normal,33.56,10326,346540.56,11771.64,3.40,0,11771.64,3.40,-7641.24,-2.21,348323,3483.23,7
258,Exit long,2024-09-26 15:30,Normal,39.82,10076,358302.56,42923.76,11.98,0,42923.76,11.98,-8060.8,-2.25,391246.75,3912.47,7
258,Entry long,2024-09-25 15:30,Normal,35.56,10076,358302.56,42923.76,11.98,0,42923.76,11.98,-8060.8,-2.25,391246.75,3912.47,7
259,Exit long,2024-10-01 15:30,Normal,33.5,11053,401223.9,-30948.4,-7.71,0,3758.02,0.94,-30948.4,-7.71,360298.34,3602.98,1
259,Entry long,2024-09-30 21:30,Normal,36.3,11053,401223.9,-30948.4,-7.71,0,3758.02,0.94,-30948.4,-7.71,360298.34,3602.98,1
260,Exit long,2024-10-04 15:30,Normal,37.03,10552,370269.68,20470.88,5.53,0,20470.88,5.53,-15089.36,-4.08,380769.22,3807.69,11
260,Entry long,2024-10-02 18:30,Normal,35.09,10552,370269.68,20470.88,5.53,0,20470.88,5.53,-15089.36,-4.08,380769.22,3807.69,11
261,Exit long,2024-10-09 16:30,Normal,37.71,10714,390739.58,13285.36,3.40,0,13285.36,3.40,-13285.36,-3.40,394054.6,3940.55,13
261,Entry long,2024-10-07 17:30,Normal,36.47,10714,390739.58,13285.36,3.40,0,13285.36,3.40,-13285.36,-3.40,394054.6,3940.55,13
262,Exit long,2024-10-14 15:30,Normal,39.47,10585,404029.45,13760.5,3.41,0,13760.5,3.41,-5186.65,-1.28,407815.1,4078.15,7
262,Entry long,2024-10-11 15:30,Normal,38.17,10585,404029.45,13760.5,3.41,0,13760.5,3.41,-5186.65,-1.28,407815.1,4078.15,7
263,Exit long,2024-10-21 16:30,Normal,33.7,11443,417783.93,-32154.83,-7.70,0,1716.45,0.41,-32154.83,-7.70,375660.25,3756.60,13
263,Entry long,2024-10-17 17:30,Normal,36.51,11443,417783.93,-32154.83,-7.70,0,1716.45,0.41,-32154.83,-7.70,375660.25,3756.60,13
264,Exit long,2024-10-25 15:30,Normal,35.35,11283,385652.94,13201.11,3.42,0,13201.11,3.42,-24822.6,-6.44,388861.38,3888.61,18
264,Entry long,2024-10-22 18:30,Normal,34.18,11283,385652.94,13201.11,3.42,0,13201.11,3.42,-24822.6,-6.44,388861.38,3888.61,18
265,Exit long,2024-10-29 17:30,Normal,36.93,11166,398849.52,13510.86,3.39,0,13510.86,3.39,-111.66,-0.03,402372.22,4023.72,3
265,Entry long,2024-10-29 14:30,Normal,35.72,11166,398849.52,13510.86,3.39,0,13510.86,3.39,-111.66,-0.03,402372.22,4023.72,3
266,Exit long,2024-11-01 14:30,Normal,30.72,13884,412354.8,14161.68,3.43,0,14161.68,3.43,0,0.00,416533.9,4165.34,1
266,Entry long,2024-10-31 20:30,Normal,29.7,13884,412354.8,14161.68,3.43,0,14161.68,3.43,0,0.00,416533.9,4165.34,1
267,Exit long,2024-11-06 15:30,Normal,32.92,13697,426524.58,24380.66,5.72,0,24380.66,5.72,-16162.46,-3.79,440914.56,4409.15,13
267,Entry long,2024-11-04 16:30,Normal,31.14,13697,426524.58,24380.66,5.72,0,24380.66,5.72,-16162.46,-3.79,440914.56,4409.15,13
268,Exit long,2024-11-11 15:30,Normal,32.85,12669,450889.71,-34713.06,-7.70,0,5574.36,1.24,-34713.06,-7.70,406201.5,4062.02,13
268,Entry long,2024-11-07 16:30,Normal,35.59,12669,450889.71,-34713.06,-7.70,0,5574.36,1.24,-34713.06,-7.70,406201.5,4062.02,13
269,Exit long,2024-11-15 15:30,Normal,27.75,13263,416192.94,-48144.69,-11.57,0,0,0.00,-48144.69,-11.57,358056.8,3580.57,15
269,Entry long,2024-11-12 21:30,Normal,31.38,13263,416192.94,-48144.69,-11.57,0,0,0.00,-48144.69,-11.57,358056.8,3580.57,15
270,Exit long,2024-11-21 15:30,Normal,27.98,13601,368043.06,12512.92,3.40,0,12512.92,3.40,-17681.3,-4.80,370569.75,3705.70,21
270,Entry long,2024-11-18 15:30,Normal,27.06,13601,368043.06,12512.92,3.40,0,12512.92,3.40,-17681.3,-4.80,370569.75,3705.70,21
271,Exit long,2024-11-25 15:30,Normal,29.3,13495,380559,14844.5,3.90,0,14844.5,3.90,0,0.00,385414.25,3854.14,1
271,Entry long,2024-11-22 21:30,Normal,28.2,13495,380559,14844.5,3.90,0,14844.5,3.90,0,0.00,385414.25,3854.14,1
272,Exit long,2024-11-29 15:30,Normal,27.29,14983,395401.37,13484.7,3.41,0,13484.7,3.41,-898.98,-0.23,398898.94,3988.99,3
272,Entry long,2024-11-27 19:30,Normal,26.39,14983,395401.37,13484.7,3.41,0,13484.7,3.41,-898.98,-0.23,398898.94,3988.99,3
273,Exit long,2024-12-04 15:30,Normal,31.25,13530,408876.6,13935.9,3.41,0,13935.9,3.41,-14747.7,-3.61,412834.84,4128.35,12
273,Entry long,2024-12-02 17:30,Normal,30.22,13530,408876.6,13935.9,3.41,0,13935.9,3.41,-14747.7,-3.61,412834.84,4128.35,12
274,Exit long,2024-12-10 17:30,Normal,27.08,14416,422821.28,-32436,-7.67,0,10235.36,2.42,-32436,-7.67,380398.84,3803.99,14
274,Entry long,2024-12-06 17:30,Normal,29.33,14416,422821.28,-32436,-7.67,0,10235.36,2.42,-32436,-7.67,380398.84,3803.99,14
275,Exit long,2024-12-11 20:30,Normal,29,13922,390372.88,13365.12,3.42,0,13365.12,3.42,-6961,-1.78,393763.97,3937.64,5
275,Entry long,2024-12-11 15:30,Normal,28.04,13922,390372.88,13365.12,3.42,0,13365.12,3.42,-6961,-1.78,393763.97,3937.64,5
276,Exit long,2024-12-16 15:30,Normal,30.95,13490,403755.7,13759.8,3.41,0,13759.8,3.41,-1079.2,-0.27,407523.75,4075.24,4
276,Entry long,2024-12-13 18:30,Normal,29.93,13490,403755.7,13759.8,3.41,0,13759.8,3.41,-1079.2,-0.27,407523.75,4075.24,4
277,Exit long,2024-12-18 20:30,Normal,29.22,13187,417500.42,-32176.28,-7.71,0,5274.8,1.26,-32176.28,-7.71,375347.47,3753.47,5
277,Entry long,2024-12-18 15:30,Normal,31.66,13187,417500.42,-32176.28,-7.71,0,5274.8,1.26,-32176.28,-7.71,375347.47,3753.47,5
278,Exit long,2024-12-20 16:30,Normal,27.64,14416,385339.68,13118.56,3.40,0,13118.56,3.40,-288.32,-0.07,388466.03,3884.66,1
278,Entry long,2024-12-20 15:30,Normal,26.73,14416,385339.68,13118.56,3.40,0,13118.56,3.40,-288.32,-0.07,388466.03,3884.66,1
