Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
228,Entry long,2016-02-19 16:30,Normal,1.19,35335,42048.65,1766.75,4.20,0,1766.75,4.20,-353.35,-0.84,33816.01,338.16,6
229,Exit long,2016-02-24 19:30,Normal,1.21,37772,43815.52,1888.6,4.31,0,1888.6,4.31,0,0.00,35704.61,357.05,2
229,Entry long,2016-02-24 17:30,Normal,1.16,37772,43815.52,1888.6,4.31,0,1888.6,4.31,0,0.00,35704.61,357.05,2
230,Exit long,2016-03-04 16:30,Normal,1.47,32186,45704.12,1609.3,3.52,0,1609.3,3.52,-321.86,-0.70,37313.91,373.14,4
230,Entry long,2016-03-03 19:30,Normal,1.42,32186,45704.12,1609.3,3.52,0,1609.3,3.52,-321.86,-0.70,37313.91,373.14,4
231,Exit long,2016-03-16 20:30,Normal,1.54,31968,47312.64,1918.08,4.05,0,1918.08,4.05,-3516.48,-7.43,39231.99,392.32,53
231,Entry long,2016-03-07 17:30,Normal,1.48,31968,47312.64,1918.08,4.05,0,1918.08,4.05,-3516.48,-7.43,39231.99,392.32,53
232,Exit long,2016-03-29 19:30,Normal,1.61,31762,49231.1,1905.72,3.87,0,1905.72,3.87,-952.86,-1.94,41137.71,411.38,15
232,Entry long,2016-03-24 17:30,Normal,1.55,31762,49231.1,1905.72,3.87,0,1905.72,3.87,-952.86,-1.94,41137.71,411.38,15
233,Exit long,2016-04-28 20:30,Normal,1.52,30992,51136.8,-4028.96,-7.88,0,1239.68,2.42,-4028.96,-7.88,37108.75,371.09,135
233,Entry long,2016-04-01 18:30,Normal,1.65,30992,51136.8,-4028.96,-7.88,0,1239.68,2.42,-4028.96,-7.88,37108.75,371.09,135
234,Exit long,2016-05-16 15:30,Normal,1.38,35420,47108.6,1771,3.76,0,1771,3.76,-354.2,-0.75,38879.75,388.80,7
234,Entry long,2016-05-13 15:30,Normal,1.33,35420,47108.6,1771,3.76,0,1771,3.76,-354.2,-0.75,38879.75,388.80,7
235,Exit long,2016-06-03 15:30,Normal,1.86,27772,48878.72,2777.2,5.68,0,2777.2,5.68,-277.72,-0.57,41656.95,416.57,21
235,Entry long,2016-05-31 15:30,Normal,1.76,27772,48878.72,2777.2,5.68,0,2777.2,5.68,-277.72,-0.57,41656.95,416.57,21
236,Exit long,2016-06-14 16:30,Normal,1.71,27772,51655.92,-4165.8,-8.06,0,555.44,1.08,-4165.8,-8.06,37491.15,374.91,36
236,Entry long,2016-06-07 15:30,Normal,1.86,27772,51655.92,-4165.8,-8.06,0,555.44,1.08,-4165.8,-8.06,37491.15,374.91,36
237,Exit long,2016-06-20 15:30,Normal,1.79,27611,47490.92,1932.77,4.07,0,1932.77,4.07,-1380.55,-2.91,39423.92,394.24,11
237,Entry long,2016-06-16 18:30,Normal,1.72,27611,47490.92,1932.77,4.07,0,1932.77,4.07,-1380.55,-2.91,39423.92,394.24,11
238,Exit long,2016-06-30 16:30,Normal,1.65,31084,49423.56,1865.04,3.77,0,1865.04,3.77,-310.84,-0.63,41288.96,412.89,6
238,Entry long,2016-06-29 17:30,Normal,1.59,31084,49423.56,1865.04,3.77,0,1865.04,3.77,-310.84,-0.63,41288.96,412.89,6
239,Exit long,2016-07-07 15:30,Normal,1.6,33304,51288.16,1998.24,3.90,0,1998.24,3.90,0,0.00,43287.2,432.87,6
239,Entry long,2016-07-06 16:30,Normal,1.54,33304,51288.16,1998.24,3.90,0,1998.24,3.90,0,0.00,43287.2,432.87,6
240,Exit long,2016-07-20 19:30,Normal,2.09,26511,53287.11,2120.88,3.98,0,2120.88,3.98,-1060.44,-1.99,45408.08,454.08,18
240,Entry long,2016-07-18 15:30,Normal,2.01,26511,53287.11,2120.88,3.98,0,2120.88,3.98,-1060.44,-1.99,45408.08,454.08,18
241,Exit long,2016-07-26 15:30,Normal,2.17,26767,55407.69,2676.7,4.83,0,2676.7,4.83,0,0.00,48084.78,480.85,12
241,Entry long,2016-07-22 17:30,Normal,2.07,26767,55407.69,2676.7,4.83,0,2676.7,4.83,0,0.00,48084.78,480.85,12
242,Exit long,2016-08-08 15:30,Normal,2.37,25475,58083,2292.75,3.95,0,2292.75,3.95,-3311.75,-5.70,50377.53,503.78,29
242,Entry long,2016-08-01 21:30,Normal,2.28,25475,58083,2292.75,3.95,0,2292.75,3.95,-3311.75,-5.70,50377.53,503.78,29
243,Exit long,2016-08-15 15:30,Normal,2.44,25692,60376.2,2312.28,3.83,0,2312.28,3.83,0,0.00,52689.81,526.90,13
243,Entry long,2016-08-11 16:30,Normal,2.35,25692,60376.2,2312.28,3.83,0,2312.28,3.83,0,0.00,52689.81,526.90,13
244,Exit long,2016-08-19 15:30,Normal,2.55,25483,62688.18,2293.47,3.66,0,2293.47,3.66,0,0.00,54983.28,549.83,7
244,Entry long,2016-08-18 15:30,Normal,2.46,25483,62688.18,2293.47,3.66,0,2293.47,3.66,0,0.00,54983.28,549.83,7
245,Exit long,2016-08-30 15:30,Normal,2.68,25187,64982.46,2518.7,3.88,0,2518.7,3.88,-503.74,-0.78,57501.98,575.02,18
245,Entry long,2016-08-25 17:30,Normal,2.58,25187,64982.46,2518.7,3.88,0,2518.7,3.88,-503.74,-0.78,57501.98,575.02,18
246,Exit long,2016-09-09 16:30,Normal,2.41,25862,67499.82,-5172.4,-7.66,0,2068.96,3.07,-5172.4,-7.66,52329.58,523.30,39
246,Entry long,2016-08-31 19:30,Normal,2.61,25862,67499.82,-5172.4,-7.66,0,2068.96,3.07,-5172.4,-7.66,52329.58,523.30,39
247,Exit long,2016-09-22 15:30,Normal,2.74,23789,62327.18,2854.68,4.58,0,2854.68,4.58,-951.56,-1.53,55184.26,551.84,6
247,Entry long,2016-09-21 16:30,Normal,2.62,23789,62327.18,2854.68,4.58,0,2854.68,4.58,-951.56,-1.53,55184.26,551.84,6
248,Exit long,2016-09-28 15:30,Normal,2.71,24879,65182.98,2239.11,3.44,0,2239.11,3.44,-746.37,-1.15,57423.37,574.23,7
248,Entry long,2016-09-27 15:30,Normal,2.62,24879,65182.98,2239.11,3.44,0,2239.11,3.44,-746.37,-1.15,57423.37,574.23,7
249,Exit long,2016-10-10 15:30,Normal,2.99,23410,67420.8,2575.1,3.82,0,2575.1,3.82,-1638.7,-2.43,59998.47,599.98,28
249,Entry long,2016-10-04 15:30,Normal,2.88,23410,67420.8,2575.1,3.82,0,2575.1,3.82,-1638.7,-2.43,59998.47,599.98,28
250,Exit long,2016-10-14 15:30,Normal,2.66,27343,69998.08,2734.3,3.91,0,2734.3,3.91,0,0.00,62732.77,627.33,4
250,Entry long,2016-10-13 18:30,Normal,2.56,27343,69998.08,2734.3,3.91,0,2734.3,3.91,0,0.00,62732.77,627.33,4
251,Exit long,2016-11-01 18:30,Normal,2.62,25610,72732.4,-5634.2,-7.75,0,2304.9,3.17,-5634.2,-7.75,57098.57,570.99,31
251,Entry long,2016-10-26 16:30,Normal,2.84,25610,72732.4,-5634.2,-7.75,0,2304.9,3.17,-5634.2,-7.75,57098.57,570.99,31
252,Exit long,2016-11-07 17:30,Normal,2.8,24759,67096.89,2228.31,3.32,0,2228.31,3.32,-4209.03,-6.27,59326.88,593.27,23
252,Entry long,2016-11-02 14:30,Normal,2.71,24759,67096.89,2228.31,3.32,0,2228.31,3.32,-4209.03,-6.27,59326.88,593.27,23
253,Exit long,2016-12-02 16:30,Normal,2.97,24155,69324.85,2415.5,3.48,0,2415.5,3.48,0,0.00,61742.38,617.42,2
253,Entry long,2016-12-01 21:30,Normal,2.87,24155,69324.85,2415.5,3.48,0,2415.5,3.48,0,0.00,61742.38,617.42,2
254,Exit long,2016-12-06 15:30,Normal,3.21,23142,71740.2,2545.62,3.55,0,2545.62,3.55,-694.26,-0.97,64288,642.88,6
254,Entry long,2016-12-05 16:30,Normal,3.1,23142,71740.2,2545.62,3.55,0,2545.62,3.55,-694.26,-0.97,64288,642.88,6
255,Exit long,2016-12-09 15:30,Normal,3.62,21225,74287.5,2547,3.43,0,2547,3.43,-424.5,-0.57,66835,668.35,7
255,Entry long,2016-12-08 15:30,Normal,3.5,21225,74287.5,2547,3.43,0,2547,3.43,-424.5,-0.57,66835,668.35,7
256,Exit long,2016-12-15 15:30,Normal,3.65,21828,76834.56,2837.64,3.69,0,2837.64,3.69,-1091.4,-1.42,69672.64,696.73,14
256,Entry long,2016-12-13 15:30,Normal,3.52,21828,76834.56,2837.64,3.69,0,2837.64,3.69,-1091.4,-1.42,69672.64,696.73,14
257,Exit long,2016-12-20 15:30,Normal,3.81,21650,79672,2814.5,3.53,0,2814.5,3.53,-433,-0.54,72487.14,724.87,7
257,Entry long,2016-12-19 15:30,Normal,3.68,21650,79672,2814.5,3.53,0,2814.5,3.53,-433,-0.54,72487.14,724.87,7
258,Exit long,2017-01-20 15:30,Normal,3.91,21821,82483.38,2836.73,3.44,0,2836.73,3.44,-5673.46,-6.88,75323.87,753.24,94
258,Entry long,2016-12-29 19:30,Normal,3.78,21821,82483.38,2836.73,3.44,0,2836.73,3.44,-5673.46,-6.88,75323.87,753.24,94
259,Exit long,2017-01-27 15:30,Normal,4.26,20760,85323.6,3114,3.65,0,3114,3.65,-207.6,-0.24,78437.87,784.38,14
259,Entry long,2017-01-25 15:30,Normal,4.11,20760,85323.6,3114,3.65,0,3114,3.65,-207.6,-0.24,78437.87,784.38,14
260,Exit long,2017-02-01 15:30,Normal,4.23,21729,88437.03,3476.64,3.93,0,3476.64,3.93,0,0.00,81914.51,819.15,1
260,Entry long,2017-01-31 21:30,Normal,4.07,21729,88437.03,3476.64,3.93,0,3476.64,3.93,0,0.00,81914.51,819.15,1
261,Exit long,2017-02-21 15:30,Normal,4.59,20795,91913.9,3535.15,3.85,0,3535.15,3.85,-4574.9,-4.98,85449.66,854.50,56
261,Entry long,2017-02-07 21:30,Normal,4.42,20795,91913.9,3535.15,3.85,0,3535.15,3.85,-4574.9,-4.98,85449.66,854.50,56
262,Exit long,2017-03-01 20:30,Normal,4.6,21497,95446.68,3439.52,3.60,0,3439.52,3.60,-1289.82,-1.35,88889.18,888.89,20
262,Entry long,2017-02-24 21:30,Normal,4.44,21497,95446.68,3439.52,3.60,0,3439.52,3.60,-1289.82,-1.35,88889.18,888.89,20
263,Exit long,2017-03-10 15:30,Normal,4.71,21733,98885.15,3477.28,3.52,0,3477.28,3.52,0,0.00,92366.46,923.66,1
263,Entry long,2017-03-09 21:30,Normal,4.55,21733,98885.15,3477.28,3.52,0,3477.28,3.52,0,0.00,92366.46,923.66,1
264,Exit long,2017-03-20 14:30,Normal,4.96,21326,102364.8,3412.16,3.33,0,3412.16,3.33,-426.52,-0.42,95778.62,957.79,17
264,Entry long,2017-03-15 17:30,Normal,4.8,21326,102364.8,3412.16,3.33,0,3412.16,3.33,-426.52,-0.42,95778.62,957.79,17
265,Exit long,2017-03-24 14:30,Normal,4.99,22269,105777.75,5344.56,5.05,0,5344.56,5.05,-445.38,-0.42,101123.18,1011.23,13
265,Entry long,2017-03-22 15:30,Normal,4.75,22269,105777.75,5344.56,5.05,0,5344.56,5.05,-445.38,-0.42,101123.18,1011.23,13
266,Exit long,2017-04-11 15:30,Normal,4.52,22678,111122.2,-8617.64,-7.76,0,3401.7,3.06,-8617.64,-7.76,92505.54,925.06,74
266,Entry long,2017-03-27 18:30,Normal,4.9,22678,111122.2,-8617.64,-7.76,0,3401.7,3.06,-8617.64,-7.76,92505.54,925.06,74
267,Exit long,2017-04-19 15:30,Normal,4.57,23349,102502.11,4202.82,4.10,0,4202.82,4.10,-3035.37,-2.96,96708.36,967.08,21
267,Entry long,2017-04-13 15:30,Normal,4.39,23349,102502.11,4202.82,4.10,0,4202.82,4.10,-3035.37,-2.96,96708.36,967.08,21
268,Exit long,2017-05-10 15:30,Normal,5.27,20964,106706.76,3773.52,3.54,0,3773.52,3.54,-6708.48,-6.29,100481.88,1004.82,62
268,Entry long,2017-04-27 16:30,Normal,5.09,20964,106706.76,3773.52,3.54,0,3773.52,3.54,-6708.48,-6.29,100481.88,1004.82,62
269,Exit long,2017-05-15 15:30,Normal,5.63,20309,110480.96,3858.71,3.49,0,3858.71,3.49,0,0.00,104340.59,1043.41,1
269,Entry long,2017-05-12 21:30,Normal,5.44,20309,110480.96,3858.71,3.49,0,3858.71,3.49,0,0.00,104340.59,1043.41,1
270,Exit long,2017-05-19 15:30,Normal,5.64,21018,114337.92,4203.6,3.68,0,4203.6,3.68,-2732.34,-2.39,108544.19,1085.44,6
270,Entry long,2017-05-18 16:30,Normal,5.44,21018,114337.92,4203.6,3.68,0,4203.6,3.68,-2732.34,-2.39,108544.19,1085.44,6
271,Exit long,2017-05-25 15:30,Normal,5.98,20509,118542.02,4101.8,3.46,0,4101.8,3.46,-3076.35,-2.60,112645.99,1126.46,19
271,Entry long,2017-05-22 17:30,Normal,5.78,20509,118542.02,4101.8,3.46,0,4101.8,3.46,-3076.35,-2.60,112645.99,1126.46,19
272,Exit long,2017-05-30 17:30,Normal,6.19,20509,122643.82,4306.89,3.51,0,4306.89,3.51,-205.09,-0.17,116952.88,1169.53,6
272,Entry long,2017-05-26 18:30,Normal,5.98,20509,122643.82,4306.89,3.51,0,4306.89,3.51,-205.09,-0.17,116952.88,1169.53,6
273,Exit long,2017-06-02 19:30,Normal,6.38,20609,126951.44,4533.98,3.57,0,4533.98,3.57,-1854.81,-1.46,121486.86,1214.87,17
273,Entry long,2017-05-31 16:30,Normal,6.16,20609,126951.44,4533.98,3.57,0,4533.98,3.57,-1854.81,-1.46,121486.86,1214.87,17
274,Exit long,2017-06-13 15:30,Normal,6.28,21951,131486.49,6365.79,4.84,0,6365.79,4.84,0,0.00,127852.65,1278.53,1
274,Entry long,2017-06-12 21:30,Normal,5.99,21951,131486.49,6365.79,4.84,0,6365.79,4.84,0,0.00,127852.65,1278.53,1
275,Exit long,2017-06-27 19:30,Normal,5.6,22710,137849.7,-10673.7,-7.74,0,3633.6,2.64,-10673.7,-7.74,117178.95,1171.79,66
275,Entry long,2017-06-14 16:30,Normal,6.07,22710,137849.7,-10673.7,-7.74,0,3633.6,2.64,-10673.7,-7.74,117178.95,1171.79,66
276,Exit long,2017-06-28 21:30,Normal,5.69,23123,127176.5,4393.37,3.45,0,4393.37,3.45,0,0.00,121572.32,1215.72,6
276,Entry long,2017-06-28 15:30,Normal,5.5,23123,127176.5,4393.37,3.45,0,4393.37,3.45,0,0.00,121572.32,1215.72,6
277,Exit long,2017-06-30 15:30,Normal,5.38,25302,131570.4,4554.36,3.46,0,4554.36,3.46,-759.06,-0.58,126126.68,1261.27,3
277,Entry long,2017-06-29 19:30,Normal,5.2,25302,131570.4,4554.36,3.46,0,4554.36,3.46,-759.06,-0.58,126126.68,1261.27,3
278,Exit long,2017-07-05 18:30,Normal,5.24,26902,136124.12,4842.36,3.56,0,4842.36,3.56,0,0.00,130969.04,1309.69,3
278,Entry long,2017-07-05 15:30,Normal,5.06,26902,136124.12,4842.36,3.56,0,4842.36,3.56,0,0.00,130969.04,1309.69,3
279,Exit long,2017-07-07 17:30,Normal,5.48,26648,140967.92,5063.12,3.59,0,5063.12,3.59,-2931.28,-2.08,136032.16,1360.32,6
279,Entry long,2017-07-06 18:30,Normal,5.29,26648,140967.92,5063.12,3.59,0,5063.12,3.59,-2931.28,-2.08,136032.16,1360.32,6
280,Exit long,2017-07-12 15:30,Normal,5.98,25800,146028,8256,5.65,0,8256,5.65,-1548,-1.06,144288.16,1442.88,8
280,Entry long,2017-07-10 21:30,Normal,5.66,25800,146028,8256,5.65,0,8256,5.65,-1548,-1.06,144288.16,1442.88,8
281,Exit long,2017-07-19 15:30,Normal,6.36,25128,154285.92,5528.16,3.58,0,5528.16,3.58,-3769.2,-2.44,149816.31,1498.16,21
281,Entry long,2017-07-14 15:30,Normal,6.14,25128,154285.92,5528.16,3.58,0,5528.16,3.58,-3769.2,-2.44,149816.31,1498.16,21
282,Exit long,2017-08-02 15:30,Normal,6.14,26996,159816.32,5939.12,3.72,0,5939.12,3.72,-1079.84,-0.68,155755.44,1557.55,7
282,Entry long,2017-07-31 21:30,Normal,5.92,26996,159816.32,5939.12,3.72,0,5939.12,3.72,-1079.84,-0.68,155755.44,1557.55,7
283,Exit long,2017-08-07 20:30,Normal,6.13,27952,165755.36,5590.4,3.37,0,5590.4,3.37,-3633.76,-2.19,161345.84,1613.46,10
283,Entry long,2017-08-04 17:30,Normal,5.93,27952,165755.36,5590.4,3.37,0,5590.4,3.37,-3633.76,-2.19,161345.84,1613.46,10
284,Exit long,2017-08-10 15:30,Normal,5.77,27371,171342.46,-13411.79,-7.83,0,0,0.00,-13411.79,-7.83,147934.05,1479.34,12
284,Entry long,2017-08-08 17:30,Normal,6.26,27371,171342.46,-13411.79,-7.83,0,0,0.00,-13411.79,-7.83,147934.05,1479.34,12
285,Exit long,2017-08-14 15:30,Normal,5.86,28202,157931.2,7332.52,4.64,0,7332.52,4.64,-3666.26,-2.32,155266.56,1552.67,7
285,Entry long,2017-08-11 15:30,Normal,5.6,28202,157931.2,7332.52,4.64,0,7332.52,4.64,-3666.26,-2.32,155266.56,1552.67,7
286,Exit long,2017-08-21 15:30,Normal,5.56,27407,165264.21,-12881.29,-7.79,0,3836.98,2.32,-12881.29,-7.79,142385.28,1423.85,27
286,Entry long,2017-08-15 15:30,Normal,6.03,27407,165264.21,-12881.29,-7.79,0,3836.98,2.32,-12881.29,-7.79,142385.28,1423.85,27
287,Exit long,2017-08-30 15:30,Normal,5.99,26364,152383.92,5536.44,3.63,0,5536.44,3.63,-3954.6,-2.60,147921.72,1479.22,38
287,Entry long,2017-08-22 17:30,Normal,5.78,26364,152383.92,5536.44,3.63,0,5536.44,3.63,-3954.6,-2.60,147921.72,1479.22,38
288,Exit long,2017-09-12 18:30,Normal,6.44,25348,157918.04,5323.08,3.37,0,5323.08,3.37,-7097.44,-4.49,153244.8,1532.45,28
288,Entry long,2017-09-06 17:30,Normal,6.23,25348,157918.04,5323.08,3.37,0,5323.08,3.37,-7097.44,-4.49,153244.8,1532.45,28
289,Exit long,2017-09-28 21:30,Normal,7.14,23658,163240.2,5677.92,3.48,0,5677.92,3.48,-10646.1,-6.52,158922.72,1589.23,37
289,Entry long,2017-09-21 19:30,Normal,6.9,23658,163240.2,5677.92,3.48,0,5677.92,3.48,-10646.1,-6.52,158922.72,1589.23,37
290,Exit long,2017-10-03 16:30,Normal,7.56,23108,168919.48,5777,3.42,0,5777,3.42,-462.16,-0.27,164699.72,1647.00,11
290,Entry long,2017-09-29 18:30,Normal,7.31,23108,168919.48,5777,3.42,0,5777,3.42,-462.16,-0.27,164699.72,1647.00,11
291,Exit long,2017-10-09 17:30,Normal,7.88,22956,174695.16,6198.12,3.55,0,6198.12,3.55,-2066.04,-1.18,170897.84,1708.98,14
291,Entry long,2017-10-05 17:30,Normal,7.61,22956,174695.16,6198.12,3.55,0,6198.12,3.55,-2066.04,-1.18,170897.84,1708.98,14
292,Exit long,2017-10-27 17:30,Normal,8.84,21182,180894.28,6354.6,3.51,0,6354.6,3.51,-423.64,-0.23,177252.44,1772.52,9
292,Entry long,2017-10-26 15:30,Normal,8.54,21182,180894.28,6354.6,3.51,0,6354.6,3.51,-423.64,-0.23,177252.44,1772.52,9
293,Exit long,2017-11-16 18:30,Normal,10.29,18838,187249.72,6593.3,3.52,0,6593.3,3.52,-7158.44,-3.82,183845.73,1838.46,29
293,Entry long,2017-11-10 15:30,Normal,9.94,18838,187249.72,6593.3,3.52,0,6593.3,3.52,-7158.44,-3.82,183845.73,1838.46,29
294,Exit long,2017-11-21 15:30,Normal,10.63,18874,193835.98,6794.64,3.51,0,6794.64,3.51,0,0.00,190640.38,1906.40,5
294,Entry long,2017-11-20 15:30,Normal,10.27,18874,193835.98,6794.64,3.51,0,6794.64,3.51,0,0.00,190640.38,1906.40,5
295,Exit long,2017-11-29 15:30,Normal,9.92,18664,200638,-15491.12,-7.72,0,2986.24,1.49,-15491.12,-7.72,175149.27,1751.49,18
295,Entry long,2017-11-24 15:30,Normal,10.75,18664,200638,-15491.12,-7.72,0,2986.24,1.49,-15491.12,-7.72,175149.27,1751.49,18
296,Exit long,2017-12-01 16:30,Normal,8.63,19654,185140.68,-15526.66,-8.39,0,1965.4,1.06,-15526.66,-8.39,159622.6,1596.23,8
296,Entry long,2017-11-30 15:30,Normal,9.42,19654,185140.68,-15526.66,-8.39,0,1965.4,1.06,-15526.66,-8.39,159622.6,1596.23,8
297,Exit long,2017-12-08 15:30,Normal,8.89,19885,169619.05,7158.6,4.22,0,7158.6,4.22,-11334.45,-6.68,166781.2,1667.81,25
297,Entry long,2017-12-04 18:30,Normal,8.53,19885,169619.05,7158.6,4.22,0,7158.6,4.22,-11334.45,-6.68,166781.2,1667.81,25
298,Exit long,2017-12-15 17:30,Normal,8.79,20822,176778.78,6246.6,3.53,0,6246.6,3.53,-3747.96,-2.12,173027.8,1730.28,15
298,Entry long,2017-12-13 15:30,Normal,8.49,20822,176778.78,6246.6,3.53,0,6246.6,3.53,-3747.96,-2.12,173027.8,1730.28,15
299,Exit long,2017-12-20 15:30,Normal,9.51,20003,183027.45,7201.08,3.93,0,7201.08,3.93,-600.09,-0.33,180228.88,1802.29,14
299,Entry long,2017-12-18 15:30,Normal,9.15,20003,183027.45,7201.08,3.93,0,7201.08,3.93,-600.09,-0.33,180228.88,1802.29,14
300,Exit long,2018-01-02 21:30,Normal,9.48,20812,190221.68,7076.08,3.72,0,7076.08,3.72,-9781.64,-5.14,187304.95,1873.05,34
300,Entry long,2017-12-22 19:30,Normal,9.14,20812,190221.68,7076.08,3.72,0,7076.08,3.72,-9781.64,-5.14,187304.95,1873.05,34
301,Exit long,2018-01-04 15:30,Normal,10.24,20298,197296.56,10554.96,5.35,0,10554.96,5.35,0,0.00,197859.92,1978.60,7
301,Entry long,2018-01-03 15:30,Normal,9.72,20298,197296.56,10554.96,5.35,0,10554.96,5.35,0,0.00,197859.92,1978.60,7
302,Exit long,2018-01-12 16:30,Normal,10.24,20995,207850.5,7138.3,3.43,0,7138.3,3.43,-1049.75,-0.51,204998.22,2049.98,7
302,Entry long,2018-01-11 15:30,Normal,9.9,20995,207850.5,7138.3,3.43,0,7138.3,3.43,-1049.75,-0.51,204998.22,2049.98,7
303,Exit long,2018-01-17 18:30,Normal,11.02,20225,214991.75,7887.75,3.67,0,7887.75,3.67,-9505.75,-4.42,212885.97,2128.86,10
303,Entry long,2018-01-16 15:30,Normal,10.63,20225,214991.75,7887.75,3.67,0,7887.75,3.67,-9505.75,-4.42,212885.97,2128.86,10
304,Exit long,2018-01-23 15:30,Normal,11.8,19724,222881.2,9862,4.42,0,9862,4.42,-2169.64,-0.97,222747.97,2227.48,21
304,Entry long,2018-01-18 15:30,Normal,11.3,19724,222881.2,9862,4.42,0,9862,4.42,-2169.64,-0.97,222747.97,2227.48,21
305,Exit long,2018-01-29 21:30,Normal,11.59,20762,232742.02,7889.56,3.39,0,7889.56,3.39,-1868.58,-0.80,230637.53,2306.38,10
305,Entry long,2018-01-26 18:30,Normal,11.21,20762,232742.02,7889.56,3.39,0,7889.56,3.39,-1868.58,-0.80,230637.53,2306.38,10
306,Exit long,2018-02-02 15:30,Normal,10.29,21581,240628.15,-18559.66,-7.71,0,4747.82,1.97,-18559.66,-7.71,212077.88,2120.78,14
306,Entry long,2018-01-31 15:30,Normal,11.15,21581,240628.15,-18559.66,-7.71,0,4747.82,1.97,-18559.66,-7.71,212077.88,2120.78,14
307,Exit long,2018-02-05 20:30,Normal,9.4,21793,222070.67,-17216.47,-7.75,0,0,0.00,-17216.47,-7.75,194861.4,1948.61,5
307,Entry long,2018-02-05 15:30,Normal,10.19,21793,222070.67,-17216.47,-7.75,0,0,0.00,-17216.47,-7.75,194861.4,1948.61,5
308,Exit long,2018-02-06 17:30,Normal,9.05,23547,204858.9,8241.45,4.02,0,8241.45,4.02,-4002.99,-1.95,203102.84,2031.03,2
308,Entry long,2018-02-06 15:30,Normal,8.7,23547,204858.9,8241.45,4.02,0,8241.45,4.02,-4002.99,-1.95,203102.84,2031.03,2
309,Exit long,2018-02-08 16:30,Normal,8.65,22718,213094.84,-16584.14,-7.78,0,3634.88,1.71,-16584.14,-7.78,186518.7,1865.19,8
309,Entry long,2018-02-07 15:30,Normal,9.38,22718,213094.84,-16584.14,-7.78,0,3634.88,1.71,-16584.14,-7.78,186518.7,1865.19,8
310,Exit long,2018-02-09 19:30,Normal,8.26,24657,196516.29,7150.53,3.64,0,7150.53,3.64,-12081.93,-6.15,193669.23,1936.69,3
310,Entry long,2018-02-09 16:30,Normal,7.97,24657,196516.29,7150.53,3.64,0,7150.53,3.64,-12081.93,-6.15,193669.23,1936.69,3
311,Exit long,2018-02-14 15:30,Normal,9.11,23117,203660.77,6935.1,3.41,0,6935.1,3.41,-2080.53,-1.02,200604.34,2006.04,12
311,Entry long,2018-02-12 17:30,Normal,8.81,23117,203660.77,6935.1,3.41,0,6935.1,3.41,-2080.53,-1.02,200604.34,2006.04,12
312,Exit long,2018-02-16 15:30,Normal,9.99,21869,210598.47,7872.84,3.74,0,7872.84,3.74,-8747.6,-4.15,208477.19,2084.77,7
312,Entry long,2018-02-15 15:30,Normal,9.63,21869,210598.47,7872.84,3.74,0,7872.84,3.74,-8747.6,-4.15,208477.19,2084.77,7
313,Exit long,2018-02-26 17:30,Normal,10.82,20886,218467.56,7518.96,3.44,0,7518.96,3.44,-13575.9,-6.21,215996.14,2159.96,19
313,Entry long,2018-02-21 19:30,Normal,10.46,20886,218467.56,7518.96,3.44,0,7518.96,3.44,-13575.9,-6.21,215996.14,2159.96,19
314,Exit long,2018-03-01 15:30,Normal,10.36,20142,225993.24,-17322.12,-7.66,0,0,0.00,-17322.12,-7.66,198674.02,1986.74,3
314,Entry long,2018-02-28 19:30,Normal,11.22,20142,225993.24,-17322.12,-7.66,0,0,0.00,-17322.12,-7.66,198674.02,1986.74,3
315,Exit long,2018-03-02 21:30,Normal,10.77,20045,208668.45,7216.2,3.46,0,7216.2,3.46,-801.8,-0.38,205890.22,2058.90,4
315,Entry long,2018-03-02 17:30,Normal,10.41,20045,208668.45,7216.2,3.46,0,7216.2,3.46,-801.8,-0.38,205890.22,2058.90,4
316,Exit long,2018-03-06 15:30,Normal,11.34,19770,215888.4,8303.4,3.85,0,8303.4,3.85,0,0.00,214193.62,2141.94,6
316,Entry long,2018-03-05 16:30,Normal,10.92,19770,215888.4,8303.4,3.85,0,8303.4,3.85,0,0.00,214193.62,2141.94,6
317,Exit long,2018-03-12 14:30,Normal,12.72,18301,224187.25,8601.47,3.84,0,8601.47,3.84,-1098.06,-0.49,222795.1,2227.95,6
317,Entry long,2018-03-09 16:30,Normal,12.25,18301,224187.25,8601.47,3.84,0,8601.47,3.84,-1098.06,-0.49,222795.1,2227.95,6
318,Exit long,2018-03-13 20:30,Normal,12.08,17784,232792.56,-17961.84,-7.72,0,0,0.00,-17961.84,-7.72,204833.25,2048.33,6
318,Entry long,2018-03-13 14:30,Normal,13.09,17784,232792.56,-17961.84,-7.72,0,0,0.00,-17961.84,-7.72,204833.25,2048.33,6
319,Exit long,2018-03-19 15:30,Normal,11.33,17437,214823.84,-17262.63,-8.04,0,871.85,0.41,-17262.63,-8.04,187570.62,1875.71,13
319,Entry long,2018-03-15 16:30,Normal,12.32,17437,214823.84,-17262.63,-8.04,0,871.85,0.41,-17262.63,-8.04,187570.62,1875.71,13
320,Exit long,2018-03-21 16:30,Normal,12.06,16973,197565.72,7128.66,3.61,0,7128.66,3.61,-1357.84,-0.69,194699.28,1946.99,9
