Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
572,Exit long,2021-06-28 16:30,Normal,41.59,139998,5630719.56,191797.27,3.41,0,191797.27,3.41,-158197.73,-2.81,5812535,58125.35,8
572,Entry long,2021-06-25 15:30,Normal,40.22,139998,5630719.56,191797.27,3.41,0,191797.27,3.41,-158197.73,-2.81,5812535,58125.35,8
573,Exit long,2021-07-07 16:30,Normal,39.9,134718,5822511.96,-447263.75,-7.68,0,0,0.00,-447263.75,-7.68,5365271,53652.71,23
573,Entry long,2021-06-30 21:30,Normal,43.22,134718,5822511.96,-447263.75,-7.68,0,0,0.00,-447263.75,-7.68,5365271,53652.71,23
574,Exit long,2021-07-09 16:30,Normal,39.98,139039,5375247.74,183531.48,3.41,0,183531.48,3.41,-102888.86,-1.91,5548802.5,55488.03,7
574,Entry long,2021-07-08 16:30,Normal,38.66,139039,5375247.74,183531.48,3.41,0,183531.48,3.41,-102888.86,-1.91,5548802.5,55488.03,7
575,Exit long,2021-07-14 15:30,Normal,42.33,135812,5558785.16,190136.8,3.42,0,190136.8,3.42,-20371.8,-0.37,5738939.5,57389.40,14
575,Entry long,2021-07-12 15:30,Normal,40.93,135812,5558785.16,190136.8,3.42,0,190136.8,3.42,-20371.8,-0.37,5738939.5,57389.40,14
576,Exit long,2021-07-19 15:30,Normal,34.16,150299,5748936.75,-614722.94,-10.69,0,145790.03,2.54,-614722.94,-10.69,5124216.5,51242.17,8
576,Entry long,2021-07-15 21:30,Normal,38.25,150299,5748936.75,-614722.94,-10.69,0,145790.03,2.54,-614722.94,-10.69,5124216.5,51242.17,8
577,Exit long,2021-07-20 18:30,Normal,37.3,142340,5134203.8,175078.2,3.41,0,175078.2,3.41,-21351,-0.42,5299295,52992.95,3
577,Entry long,2021-07-20 15:30,Normal,36.07,142340,5134203.8,175078.2,3.41,0,175078.2,3.41,-21351,-0.42,5299295,52992.95,3
578,Exit long,2021-07-27 17:30,Normal,36.34,134856,5309280.72,-408613.7,-7.70,0,164524.31,3.10,-408613.7,-7.70,4890681,48906.81,29
578,Entry long,2021-07-21 16:30,Normal,39.37,134856,5309280.72,-408613.7,-7.70,0,164524.31,3.10,-408613.7,-7.70,4890681,48906.81,29
579,Exit long,2021-07-28 20:30,Normal,40.07,126469,4900673.75,166939.08,3.41,0,166939.08,3.41,-46793.53,-0.95,5057620,50576.20,5
579,Entry long,2021-07-28 15:30,Normal,38.75,126469,4900673.75,166939.08,3.41,0,166939.08,3.41,-46793.53,-0.95,5057620,50576.20,5
580,Exit long,2021-08-02 15:30,Normal,43.85,121205,5067581.05,247258.2,4.88,0,247258.2,4.88,-113932.7,-2.25,5304878.5,53048.79,13
580,Entry long,2021-07-29 16:30,Normal,41.81,121205,5067581.05,247258.2,4.88,0,247258.2,4.88,-113932.7,-2.25,5304878.5,53048.79,13
581,Exit long,2021-08-04 16:30,Normal,45.98,119516,5314876.52,180469.16,3.40,0,180469.16,3.40,-40635.44,-0.76,5485347.5,54853.48,4
581,Entry long,2021-08-03 19:30,Normal,44.47,119516,5314876.52,180469.16,3.40,0,180469.16,3.40,-40635.44,-0.76,5485347.5,54853.48,4
582,Exit long,2021-08-17 17:30,Normal,38.74,130935,5495341.95,-422920.06,-7.70,0,128316.3,2.34,-422920.06,-7.70,5062427.5,50624.28,28
582,Entry long,2021-08-11 17:30,Normal,41.97,130935,5495341.95,-422920.06,-7.70,0,128316.3,2.34,-422920.06,-7.70,5062427.5,50624.28,28
583,Exit long,2021-08-19 15:30,Normal,36.4,128611,5072417.84,-390977.44,-7.71,0,14147.21,0.28,-390977.44,-7.71,4671450,46714.50,7
583,Entry long,2021-08-18 15:30,Normal,39.44,128611,5072417.84,-390977.44,-7.71,0,14147.21,0.28,-390977.44,-7.71,4671450,46714.50,7
584,Exit long,2021-08-23 15:30,Normal,40.26,120998,4681412.62,189966.86,4.06,0,189966.86,4.06,-101638.32,-2.17,4861417,48614.17,7
584,Entry long,2021-08-20 15:30,Normal,38.69,120998,4681412.62,189966.86,4.06,0,189966.86,4.06,-101638.32,-2.17,4861417,48614.17,7
585,Exit long,2021-08-25 15:30,Normal,44.01,114486,4871379.3,167149.56,3.43,0,167149.56,3.43,-44649.54,-0.92,5028566.5,50285.67,7
585,Entry long,2021-08-24 15:30,Normal,42.55,114486,4871379.3,167149.56,3.43,0,167149.56,3.43,-44649.54,-0.92,5028566.5,50285.67,7
586,Exit long,2021-08-27 15:30,Normal,45.11,115510,5038546.2,172109.9,3.42,0,172109.9,3.42,-78546.8,-1.56,5200676.5,52006.77,5
586,Entry long,2021-08-26 17:30,Normal,43.62,115510,5038546.2,172109.9,3.42,0,172109.9,3.42,-78546.8,-1.56,5200676.5,52006.77,5
587,Exit long,2021-09-10 15:30,Normal,46.91,114873,5210639.28,178053.16,3.42,0,178053.16,3.42,-329685.5,-6.33,5378729.5,53787.30,40
587,Entry long,2021-09-01 17:30,Normal,45.36,114873,5210639.28,178053.16,3.42,0,178053.16,3.42,-329685.5,-6.33,5378729.5,53787.30,40
588,Exit long,2021-09-16 20:30,Normal,47.92,116286,5388693.24,183731.88,3.41,0,183731.88,3.41,-110471.7,-2.05,5562461.5,55624.61,19
588,Entry long,2021-09-14 15:30,Normal,46.34,116286,5388693.24,183731.88,3.41,0,183731.88,3.41,-110471.7,-2.05,5562461.5,55624.61,19
589,Exit long,2021-09-21 20:30,Normal,43.13,133600,5572456,189712,3.40,0,189712,3.40,-82832,-1.49,5752173.5,57521.74,5
589,Entry long,2021-09-21 15:30,Normal,41.71,133600,5572456,189712,3.40,0,189712,3.40,-82832,-1.49,5752173.5,57521.74,5
590,Exit long,2021-09-23 15:30,Normal,45.68,130454,5762153.18,196985.55,3.42,0,196985.55,3.42,-45658.9,-0.79,5949159,59491.59,6
590,Entry long,2021-09-22 16:30,Normal,44.17,130454,5762153.18,196985.55,3.42,0,196985.55,3.42,-45658.9,-0.79,5949159,59491.59,6
591,Exit long,2021-09-28 15:30,Normal,43.13,127523,5959149.79,-459082.8,-7.70,0,2550.46,0.04,-459082.8,-7.70,5490076,54900.76,11
591,Entry long,2021-09-24 18:30,Normal,46.73,127523,5959149.79,-459082.8,-7.70,0,2550.46,0.04,-459082.8,-7.70,5490076,54900.76,11
592,Exit long,2021-09-30 15:30,Normal,40.37,140883,5500072.32,187374.39,3.41,0,187374.39,3.41,-46491.39,-0.85,5677450.5,56774.51,4
592,Entry long,2021-09-29 18:30,Normal,39.04,140883,5500072.32,187374.39,3.41,0,187374.39,3.41,-46491.39,-0.85,5677450.5,56774.51,4
593,Exit long,2021-10-07 15:30,Normal,39.38,149355,5687438.4,194161.5,3.41,0,194161.5,3.41,-386829.44,-6.80,5871612,58716.12,27
593,Entry long,2021-10-01 16:30,Normal,38.08,149355,5687438.4,194161.5,3.41,0,194161.5,3.41,-386829.44,-6.80,5871612,58716.12,27
594,Exit long,2021-10-12 18:30,Normal,36.01,150771,5881576.71,-452313,-7.69,0,6030.84,0.10,-452313,-7.69,5419299,54192.99,9
594,Entry long,2021-10-11 16:30,Normal,39.01,150771,5881576.71,-452313,-7.69,0,6030.84,0.10,-452313,-7.69,5419299,54192.99,9
595,Exit long,2021-10-14 15:30,Normal,38.51,148503,5429269.68,289580.84,5.33,0,289580.84,5.33,-49005.99,-0.90,5708880,57088.80,7
595,Entry long,2021-10-13 15:30,Normal,36.56,148503,5429269.68,289580.84,5.33,0,289580.84,5.33,-49005.99,-0.90,5708880,57088.80,7
596,Exit long,2021-10-18 21:30,Normal,41.56,142296,5718876.24,194945.52,3.41,0,194945.52,3.41,-132335.28,-2.31,5903825.5,59038.26,13
596,Entry long,2021-10-15 15:30,Normal,40.19,142296,5718876.24,194945.52,3.41,0,194945.52,3.41,-132335.28,-2.31,5903825.5,59038.26,13
597,Exit long,2021-10-21 20:30,Normal,43.56,140404,5913816.48,202181.77,3.42,0,202181.77,3.42,-42121.2,-0.71,6106007,61060.07,19
597,Entry long,2021-10-19 15:30,Normal,42.12,140404,5913816.48,202181.77,3.42,0,202181.77,3.42,-42121.2,-0.71,6106007,61060.07,19
598,Exit long,2021-10-28 15:30,Normal,45.29,139634,6115969.2,208054.66,3.40,0,208054.66,3.40,-206658.31,-3.38,6314062,63140.62,20
598,Entry long,2021-10-25 16:30,Normal,43.8,139634,6115969.2,208054.66,3.40,0,208054.66,3.40,-206658.31,-3.38,6314062,63140.62,20
599,Exit long,2021-11-01 14:30,Normal,47.08,138929,6324048.08,216729.23,3.43,0,216729.23,3.43,-37510.83,-0.59,6530791,65307.91,6
599,Entry long,2021-10-29 16:30,Normal,45.52,138929,6324048.08,216729.23,3.43,0,216729.23,3.43,-37510.83,-0.59,6530791,65307.91,6
600,Exit long,2021-11-03 15:30,Normal,50.8,133159,6540770.08,223707.12,3.42,0,223707.12,3.42,-18642.26,-0.29,6754498,67544.98,8
600,Entry long,2021-11-02 14:30,Normal,49.12,133159,6540770.08,223707.12,3.42,0,223707.12,3.42,-18642.26,-0.29,6754498,67544.98,8
601,Exit long,2021-11-12 15:30,Normal,60.27,116068,6764443.04,230975.31,3.41,0,230975.31,3.41,-20892.24,-0.31,6985473.5,69854.74,7
601,Entry long,2021-11-11 15:30,Normal,58.28,116068,6764443.04,230975.31,3.41,0,230975.31,3.41,-20892.24,-0.31,6985473.5,69854.74,7
602,Exit long,2021-11-19 15:30,Normal,66.53,108726,6995430.84,238109.94,3.40,0,238109.94,3.40,-28268.76,-0.40,7223583.5,72235.83,7
602,Entry long,2021-11-18 15:30,Normal,64.34,108726,6995430.84,238109.94,3.40,0,238109.94,3.40,-28268.76,-0.40,7223583.5,72235.83,7
603,Exit long,2021-11-29 17:30,Normal,64.93,115202,7233533.58,246532.28,3.41,0,246532.28,3.41,-543753.44,-7.52,7470115.5,74701.16,14
603,Entry long,2021-11-23 21:30,Normal,62.79,115202,7233533.58,246532.28,3.41,0,246532.28,3.41,-543753.44,-7.52,7470115.5,74701.16,14
604,Exit long,2021-11-30 17:30,Normal,61.4,112449,7480107.48,-575738.9,-7.70,0,44979.6,0.60,-575738.9,-7.70,6894377,68943.77,2
604,Entry long,2021-11-30 15:30,Normal,66.52,112449,7480107.48,-575738.9,-7.70,0,44979.6,0.60,-575738.9,-7.70,6894377,68943.77,2
605,Exit long,2021-12-01 20:30,Normal,63.13,100955,6904312.45,-531023.3,-7.69,0,25238.75,0.37,-531023.3,-7.69,6363353.5,63633.54,4
605,Entry long,2021-12-01 16:30,Normal,68.39,100955,6904312.45,-531023.3,-7.69,0,25238.75,0.37,-531023.3,-7.69,6363353.5,63633.54,4
606,Exit long,2021-12-06 19:30,Normal,60.9,108224,6373311.36,217530.23,3.41,0,217530.23,3.41,-56276.48,-0.88,6580884,65808.84,2
606,Entry long,2021-12-06 17:30,Normal,58.89,108224,6373311.36,217530.23,3.41,0,217530.23,3.41,-56276.48,-0.88,6580884,65808.84,2
607,Exit long,2021-12-09 19:30,Normal,64.43,94425,6590865,-507062.25,-7.69,0,50045.25,0.76,-507062.25,-7.69,6073821.5,60738.22,15
607,Entry long,2021-12-07 18:30,Normal,69.8,94425,6590865,-507062.25,-7.69,0,50045.25,0.76,-507062.25,-7.69,6073821.5,60738.22,15
608,Exit long,2021-12-15 16:30,Normal,60.2,104515,6083818.15,207984.84,3.42,0,207984.84,3.42,-47031.75,-0.77,6281806.5,62818.07,5
608,Entry long,2021-12-14 18:30,Normal,58.21,104515,6083818.15,207984.84,3.42,0,207984.84,3.42,-47031.75,-0.77,6281806.5,62818.07,5
609,Exit long,2021-12-20 15:30,Normal,54.48,106550,6291777.5,-486933.5,-7.74,0,8524,0.14,-486933.5,-7.74,5794873,57948.73,6
609,Entry long,2021-12-17 16:30,Normal,59.05,106550,6291777.5,-486933.5,-7.74,0,8524,0.14,-486933.5,-7.74,5794873,57948.73,6
610,Exit long,2021-12-21 18:30,Normal,59.5,100884,5804865.36,197732.64,3.41,0,197732.64,3.41,-48424.32,-0.83,5992605.5,59926.05,3
610,Entry long,2021-12-21 15:30,Normal,57.54,100884,5804865.36,197732.64,3.41,0,197732.64,3.41,-48424.32,-0.83,5992605.5,59926.05,3
611,Exit long,2021-12-23 15:30,Normal,64.42,96350,6002605,204262,3.40,0,204262,3.40,-76116.5,-1.27,6196867.5,61968.68,6
611,Entry long,2021-12-22 16:30,Normal,62.3,96350,6002605,204262,3.40,0,204262,3.40,-76116.5,-1.27,6196867.5,61968.68,6
612,Exit long,2022-01-03 15:30,Normal,68.9,93154,6206851.02,211459.58,3.41,0,211459.58,3.41,-74523.2,-1.20,6408327,64083.27,4
612,Entry long,2021-12-31 18:30,Normal,66.63,93154,6206851.02,211459.58,3.41,0,211459.58,3.41,-74523.2,-1.20,6408327,64083.27,4
613,Exit long,2022-01-10 19:30,Normal,55.88,118769,6418276.76,218534.95,3.40,0,218534.95,3.40,0,0.00,6626862,66268.62,1
613,Entry long,2022-01-10 18:30,Normal,54.04,118769,6418276.76,218534.95,3.40,0,218534.95,3.40,0,0.00,6626862,66268.62,1
614,Exit long,2022-01-11 17:30,Normal,60.28,113839,6636813.7,225401.22,3.40,0,225401.22,3.40,-141160.36,-2.13,6852263.5,68522.64,2
614,Entry long,2022-01-11 15:30,Normal,58.3,113839,6636813.7,225401.22,3.40,0,225401.22,3.40,-141160.36,-2.13,6852263.5,68522.64,2
615,Exit long,2022-01-13 15:30,Normal,65.51,109184,6862214.4,290429.44,4.23,0,290429.44,4.23,-99357.44,-1.45,7142692.5,71426.93,3
615,Entry long,2022-01-12 19:30,Normal,62.85,109184,6862214.4,290429.44,4.23,0,290429.44,4.23,-99357.44,-1.45,7142692.5,71426.93,3
616,Exit long,2022-01-18 15:30,Normal,57.77,114278,7152660.02,-550819.94,-7.70,0,0,0.00,-550819.94,-7.70,6591873,65918.73,1
616,Entry long,2022-01-14 21:30,Normal,62.59,114278,7152660.02,-550819.94,-7.70,0,0,0.00,-550819.94,-7.70,6591873,65918.73,1
617,Exit long,2022-01-20 20:30,Normal,48.57,125463,6601863.06,-508125.16,-7.70,0,16310.19,0.25,-508125.16,-7.70,6083747.5,60837.47,10
617,Entry long,2022-01-19 17:30,Normal,52.62,125463,6601863.06,-508125.16,-7.70,0,16310.19,0.25,-508125.16,-7.70,6083747.5,60837.47,10
618,Exit long,2022-01-24 15:30,Normal,39.75,135446,6093715.54,-709737.06,-11.65,0,82622.06,1.36,-709737.06,-11.65,5374010.5,53740.11,5
618,Entry long,2022-01-21 17:30,Normal,44.99,135446,6093715.54,-709737.06,-11.65,0,82622.06,1.36,-709737.06,-11.65,5374010.5,53740.11,5
619,Exit long,2022-01-26 15:30,Normal,42.49,132350,5383998,239553.5,4.45,0,239553.5,4.45,-325581,-6.05,5613564,56135.64,7
619,Entry long,2022-01-25 15:30,Normal,40.68,132350,5383998,239553.5,4.45,0,239553.5,4.45,-325581,-6.05,5613564,56135.64,7
620,Exit long,2022-01-28 21:30,Normal,36.33,160078,5623540.14,192093.6,3.42,0,192093.6,3.42,-292942.75,-5.21,5805657.5,58056.58,4
620,Entry long,2022-01-28 17:30,Normal,35.13,160078,5623540.14,192093.6,3.42,0,192093.6,3.42,-292942.75,-5.21,5805657.5,58056.58,4
621,Exit long,2022-01-31 19:30,Normal,41.83,143773,5815617.85,198406.73,3.41,0,198406.73,3.41,0,0.00,6004064.5,60040.65,3
621,Entry long,2022-01-31 16:30,Normal,40.45,143773,5815617.85,198406.73,3.41,0,198406.73,3.41,0,0.00,6004064.5,60040.65,3
622,Exit long,2022-02-01 17:30,Normal,43.87,141774,6014053.08,205572.3,3.42,0,205572.3,3.42,-100659.54,-1.67,6209636.5,62096.37,2
622,Entry long,2022-02-01 15:30,Normal,42.42,141774,6014053.08,205572.3,3.42,0,205572.3,3.42,-100659.54,-1.67,6209636.5,62096.37,2
623,Exit long,2022-02-02 21:30,Normal,48.01,133957,6219623.51,211652.06,3.40,0,211652.06,3.40,-178162.81,-2.86,6421289,64212.89,6
623,Entry long,2022-02-02 15:30,Normal,46.43,133957,6219623.51,211652.06,3.40,0,211652.06,3.40,-178162.81,-2.86,6421289,64212.89,6
624,Exit long,2022-02-04 20:30,Normal,43.13,154190,6431264.9,218949.8,3.40,0,218949.8,3.40,-37005.6,-0.58,6640238.5,66402.39,2
624,Entry long,2022-02-04 18:30,Normal,41.71,154190,6431264.9,218949.8,3.40,0,218949.8,3.40,-37005.6,-0.58,6640238.5,66402.39,2
625,Exit long,2022-02-08 18:30,Normal,44.55,154369,6650216.52,226922.44,3.41,0,226922.44,3.41,-277864.2,-4.18,6867161,68671.61,10
625,Entry long,2022-02-07 15:30,Normal,43.08,154369,6650216.52,226922.44,3.41,0,226922.44,3.41,-277864.2,-4.18,6867161,68671.61,10
626,Exit long,2022-02-09 17:30,Normal,48,148150,6877123,234077,3.40,0,234077,3.40,-11852,-0.17,7101238,71012.38,2
626,Entry long,2022-02-09 15:30,Normal,46.42,148150,6877123,234077,3.40,0,234077,3.40,-11852,-0.17,7101238,71012.38,2
627,Exit long,2022-02-14 19:30,Normal,36.82,178271,7111230.19,-547292,-7.70,0,24957.94,0.35,-547292,-7.70,6553946,65539.46,3
627,Entry long,2022-02-14 16:30,Normal,39.89,178271,7111230.19,-547292,-7.70,0,24957.94,0.35,-547292,-7.70,6553946,65539.46,3
628,Exit long,2022-02-16 21:30,Normal,45.08,150583,6563912.97,224368.67,3.42,0,224368.67,3.42,-272555.22,-4.15,6778314.5,67783.15,10
628,Entry long,2022-02-15 18:30,Normal,43.59,150583,6563912.97,224368.67,3.42,0,224368.67,3.42,-272555.22,-4.15,6778314.5,67783.15,10
629,Exit long,2022-02-23 20:30,Normal,35.76,175227,6788293.98,-522176.47,-7.69,0,10513.62,0.15,-522176.47,-7.69,6256138,62561.38,3
629,Entry long,2022-02-23 17:30,Normal,38.74,175227,6788293.98,-522176.47,-7.69,0,10513.62,0.15,-522176.47,-7.69,6256138,62561.38,3
630,Exit long,2022-02-24 19:30,Normal,35.04,184950,6266106,214542,3.42,0,214542,3.42,-133164,-2.13,6470680,64706.80,3
630,Entry long,2022-02-24 16:30,Normal,33.88,184950,6266106,214542,3.42,0,214542,3.42,-133164,-2.13,6470680,64706.80,3
631,Exit long,2022-02-25 16:30,Normal,39.88,168023,6480647.11,220110.12,3.40,0,220110.12,3.40,-78970.81,-1.22,6690790.5,66907.91,1
631,Entry long,2022-02-25 15:30,Normal,38.57,168023,6480647.11,220110.12,3.40,0,220110.12,3.40,-78970.81,-1.22,6690790.5,66907.91,1
632,Exit long,2022-03-03 16:30,Normal,36.23,170720,6700760,-515574.4,-7.69,0,69995.2,1.04,-515574.4,-7.69,6175216,61752.16,5
632,Entry long,2022-03-02 18:30,Normal,39.25,170720,6700760,-515574.4,-7.69,0,69995.2,1.04,-515574.4,-7.69,6175216,61752.16,5
633,Exit long,2022-03-07 16:30,Normal,31.14,183374,6185205.02,-474938.66,-7.68,0,150366.69,2.43,-474938.66,-7.68,5700277.5,57002.77,2
633,Entry long,2022-03-04 21:30,Normal,33.73,183374,6185205.02,-474938.66,-7.68,0,150366.69,2.43,-474938.66,-7.68,5700277.5,57002.77,2
634,Exit long,2022-03-08 17:30,Normal,29.71,198756,5710259.88,194780.88,3.41,0,194780.88,3.41,-123228.72,-2.16,5895058,58950.58,1
634,Entry long,2022-03-08 16:30,Normal,28.73,198756,5710259.88,194780.88,3.41,0,194780.88,3.41,-123228.72,-2.16,5895058,58950.58,1
635,Exit long,2022-03-09 18:30,Normal,33.93,179977,5905045.37,201574.23,3.41,0,201574.23,3.41,-7199.08,-0.12,6096632.5,60966.33,2
635,Entry long,2022-03-09 16:30,Normal,32.81,179977,5905045.37,201574.23,3.41,0,201574.23,3.41,-7199.08,-0.12,6096632.5,60966.33,2
636,Exit long,2022-03-15 14:30,Normal,27.92,226171,6106617,208077.31,3.41,0,208077.31,3.41,0,0.00,6304709.5,63047.10,1
636,Entry long,2022-03-14 20:30,Normal,27,226171,6106617,208077.31,3.41,0,208077.31,3.41,0,0.00,6304709.5,63047.10,1
637,Exit long,2022-03-16 18:30,Normal,31.8,183300,6314685,-485745,-7.69,0,31161,0.49,-485745,-7.69,5818964.5,58189.65,3
637,Entry long,2022-03-16 15:30,Normal,34.45,183300,6314685,-485745,-7.69,0,31161,0.49,-485745,-7.69,5818964.5,58189.65,3
638,Exit long,2022-03-18 19:30,Normal,38.2,157795,5828947.3,198821.7,3.41,0,198821.7,3.41,-156217.05,-2.68,6017786.5,60177.87,5
638,Entry long,2022-03-18 14:30,Normal,36.94,157795,5828947.3,198821.7,3.41,0,198821.7,3.41,-156217.05,-2.68,6017786.5,60177.87,5
639,Exit long,2022-03-22 14:30,Normal,39.06,159591,6027752.07,205872.39,3.42,0,205872.39,3.42,-41493.66,-0.69,6223659,62236.59,1
639,Entry long,2022-03-21 20:30,Normal,37.77,159591,6027752.07,205872.39,3.42,0,205872.39,3.42,-41493.66,-0.69,6223659,62236.59,1
640,Exit long,2022-03-24 15:30,Normal,38.2,168750,6233625,212625,3.41,0,212625,3.41,-32062.5,-0.51,6436284,64362.84,1
640,Entry long,2022-03-24 14:30,Normal,36.94,168750,6233625,212625,3.41,0,212625,3.41,-32062.5,-0.51,6436284,64362.84,1
641,Exit long,2022-03-28 21:30,Normal,41.16,161966,6446246.8,220273.77,3.42,0,220273.77,3.42,-17816.26,-0.28,6656557.5,66565.58,2
641,Entry long,2022-03-28 19:30,Normal,39.8,161966,6446246.8,220273.77,3.42,0,220273.77,3.42,-17816.26,-0.28,6656557.5,66565.58,2
642,Exit long,2022-03-29 20:30,Normal,44.17,156088,6666518.48,227888.48,3.42,0,227888.48,3.42,-95213.68,-1.43,6884446,68844.46,5
642,Entry long,2022-03-29 15:30,Normal,42.71,156088,6666518.48,227888.48,3.42,0,227888.48,3.42,-95213.68,-1.43,6884446,68844.46,5
643,Exit long,2022-04-04 15:30,Normal,35.82,199088,6894417.44,236914.72,3.44,0,236914.72,3.44,-131398.08,-1.91,7121361,71213.61,3
643,Entry long,2022-04-01 19:30,Normal,34.63,199088,6894417.44,236914.72,3.44,0,236914.72,3.44,-131398.08,-1.91,7121361,71213.61,3
644,Exit long,2022-04-06 19:30,Normal,30.44,242316,7131359.88,244739.16,3.43,0,244739.16,3.43,-19385.28,-0.27,7366100,73661.00,1
644,Entry long,2022-04-06 18:30,Normal,29.43,242316,7131359.88,244739.16,3.43,0,244739.16,3.43,-19385.28,-0.27,7366100,73661.00,1
645,Exit long,2022-04-07 20:30,Normal,29.99,254348,7376092,251804.52,3.41,0,251804.52,3.41,-83934.84,-1.14,7617904.5,76179.05,2
645,Entry long,2022-04-07 18:30,Normal,29,254348,7376092,251804.52,3.41,0,251804.52,3.41,-83934.84,-1.14,7617904.5,76179.05,2
646,Exit long,2022-04-12 15:30,Normal,27.22,290586,7627882.5,281868.4,3.70,0,281868.4,3.70,-191786.77,-2.51,7899773,78997.73,4
646,Entry long,2022-04-11 18:30,Normal,26.25,290586,7627882.5,281868.4,3.70,0,281868.4,3.70,-191786.77,-2.51,7899773,78997.73,4
647,Exit long,2022-04-14 20:30,Normal,25.42,287210,7909763.4,-608885.2,-7.70,0,51697.8,0.65,-608885.2,-7.70,7290887.5,72908.88,11
647,Entry long,2022-04-13 16:30,Normal,27.54,287210,7909763.4,-608885.2,-7.70,0,51697.8,0.65,-608885.2,-7.70,7290887.5,72908.88,11
648,Exit long,2022-04-18 19:30,Normal,26.77,281996,7300876.44,248156.48,3.40,0,248156.48,3.40,-174837.52,-2.39,7539044,75390.44,3
648,Entry long,2022-04-18 16:30,Normal,25.89,281996,7300876.44,248156.48,3.40,0,248156.48,3.40,-174837.52,-2.39,7539044,75390.44,3
649,Exit long,2022-04-20 15:30,Normal,29.18,274410,7549019.1,458264.7,6.07,0,458264.7,6.07,-104275.8,-1.38,7997309,79973.09,5
649,Entry long,2022-04-19 17:30,Normal,27.51,274410,7549019.1,458264.7,6.07,0,458264.7,6.07,-104275.8,-1.38,7997309,79973.09,5
650,Exit long,2022-04-21 18:30,Normal,26.46,279389,8007288.74,-614655.8,-7.68,0,64259.47,0.80,-614655.8,-7.68,7382653,73826.53,3
650,Entry long,2022-04-21 15:30,Normal,28.66,279389,8007288.74,-614655.8,-7.68,0,64259.47,0.80,-614655.8,-7.68,7382653,73826.53,3
651,Exit long,2022-04-25 21:30,Normal,24.78,308541,7392642.36,253003.62,3.42,0,253003.62,3.42,-120330.99,-1.63,7635656.5,76356.57,4
651,Entry long,2022-04-25 17:30,Normal,23.96,308541,7392642.36,253003.62,3.42,0,253003.62,3.42,-120330.99,-1.63,7635656.5,76356.57,4
652,Exit long,2022-04-27 15:30,Normal,20.99,334017,7645649.13,-634632.3,-8.30,0,23381.19,0.31,-634632.3,-8.30,7001024.5,70010.25,5
652,Entry long,2022-04-26 17:30,Normal,22.89,334017,7645649.13,-634632.3,-8.30,0,23381.19,0.31,-634632.3,-8.30,7001024.5,70010.25,5
653,Exit long,2022-04-28 16:30,Normal,22.76,318682,7011004,242198.31,3.45,0,242198.31,3.45,-79670.5,-1.14,7243222.5,72432.23,1
653,Entry long,2022-04-28 15:30,Normal,22,318682,7011004,242198.31,3.45,0,242198.31,3.45,-79670.5,-1.14,7243222.5,72432.23,1
654,Exit long,2022-05-02 21:30,Normal,23.39,320655,7253216.1,246904.34,3.40,0,246904.34,3.40,-464949.75,-6.41,7490127,74901.27,4
654,Entry long,2022-05-02 17:30,Normal,22.62,320655,7253216.1,246904.34,3.40,0,246904.34,3.40,-464949.75,-6.41,7490127,74901.27,4
655,Exit long,2022-05-04 20:30,Normal,25.05,309666,7500110.52,257022.78,3.43,0,257022.78,3.43,-492368.94,-6.56,7747150,77471.50,11
655,Entry long,2022-05-03 16:30,Normal,24.22,309666,7500110.52,257022.78,3.43,0,257022.78,3.43,-492368.94,-6.56,7747150,77471.50,11
656,Exit long,2022-05-10 15:30,Normal,20.9,384017,7757143.4,268811.9,3.47,0,268811.9,3.47,-552984.5,-7.13,8015961.5,80159.61,5
656,Entry long,2022-05-09 17:30,Normal,20.2,384017,7757143.4,268811.9,3.47,0,268811.9,3.47,-552984.5,-7.13,8015961.5,80159.61,5
657,Exit long,2022-05-12 20:30,Normal,17.49,423533,8025950.35,-618358.2,-7.70,0,38117.97,0.47,-618358.2,-7.70,7397603.5,73976.04,4
657,Entry long,2022-05-12 16:30,Normal,18.95,423533,8025950.35,-618358.2,-7.70,0,38117.97,0.47,-618358.2,-7.70,7397603.5,73976.04,4
658,Exit long,2022-05-17 15:30,Normal,22.44,341521,7407590.49,256140.75,3.46,0,256140.75,3.46,-372257.88,-5.03,7653744.5,76537.45,3
658,Entry long,2022-05-16 19:30,Normal,21.69,341521,7407590.49,256140.75,3.46,0,256140.75,3.46,-372257.88,-5.03,7653744.5,76537.45,3
659,Exit long,2022-05-20 20:30,Normal,18.21,435192,7663731.12,261115.2,3.41,0,261115.2,3.41,-95742.24,-1.25,7914859.5,79148.60,1
659,Entry long,2022-05-20 19:30,Normal,17.61,435192,7663731.12,261115.2,3.41,0,261115.2,3.41,-95742.24,-1.25,7914859.5,79148.60,1
660,Exit long,2022-05-23 17:30,Normal,19.97,410401,7924843.31,270864.66,3.42,0,270864.66,3.42,-168264.4,-2.12,8185724,81857.24,2
660,Entry long,2022-05-23 15:30,Normal,19.31,410401,7924843.31,270864.66,3.42,0,270864.66,3.42,-168264.4,-2.12,8185724,81857.24,2
661,Exit long,2022-05-25 20:30,Normal,19.8,428198,8195709.72,282610.7,3.45,0,282610.7,3.45,-244072.86,-2.98,8468335,84683.35,5
